

New Mexico (MST) SCAN Site Jornada Exp Range - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Dec 21 09:49:51 GMT-08:00 2021. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),SMS.I-2:-2 (pct)  (loam),SMS.I-2:-4 (pct)  (loam),SMS.I-2:-8 (pct)  (loam),SMS.I-2:-20 (pct)  (loam),SMS.I-2:-40 (pct)  (loam),SMS.I-3:-2 (pct)  (loam),SMS.I-3:-4 (pct)  (loam),SMS.I-3:-8 (pct)  (loam),SMS.I-3:-20 (pct)  (loam),SMS.I-3:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-2:-2 (degC) ,STO.I-2:-4 (degC) ,STO.I-2:-8 (degC) ,STO.I-2:-20 (degC) ,STO.I-2:-40 (degC) ,STO.I-3:-2 (degC) ,STO.I-3:-4 (degC) ,STO.I-3:-8 (degC) ,STO.I-3:-20 (degC) ,STO.I-3:-40 (degC) ,STO.I-4:-2 (degC) ,STO.I-4:-4 (degC) ,STO.I-4:-8 (degC) ,STO.I-4:-20 (degC) ,STO.I-4:-40 (degC) ,STO.I-5:-2 (degC) ,STO.I-5:-4 (degC) ,STO.I-5:-8 (degC) ,STO.I-5:-20 (degC) ,STO.I-5:-40 (degC) ,STO.I-6:-2 (degC) ,STO.I-6:-4 (degC) ,STO.I-6:-8 (degC) ,STO.I-6:-20 (degC) ,STO.I-6:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-1:-40 (gram) ,SAL.I-2:-2 (gram) ,SAL.I-2:-4 (gram) ,SAL.I-2:-8 (gram) ,SAL.I-2:-20 (gram) ,SAL.I-2:-40 (gram) ,SAL.I-3:-2 (gram) ,SAL.I-3:-4 (gram) ,SAL.I-3:-8 (gram) ,SAL.I-3:-20 (gram) ,SAL.I-3:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-1:-40 (unit) ,RDC.I-2:-2 (unit) ,RDC.I-2:-4 (unit) ,RDC.I-2:-8 (unit) ,RDC.I-2:-20 (unit) ,RDC.I-2:-40 (unit) ,RDC.I-3:-2 (unit) ,RDC.I-3:-4 (unit) ,RDC.I-3:-8 (unit) ,RDC.I-3:-20 (unit) ,RDC.I-3:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2168,2021-01-11,,-99.9,  -36.20,    -7.4,     6.1,    -7.4,     0.1,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.8,-99.9,     1.9,     6.5,     3.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -6.3,    -0.3,     5.1,     8.3,-99.9,    -3.6,-99.9,     4.2,     6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.5,-99.9,    -2.6,     1.8,     4.5,     6.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.74,-99.9,    3.31,    5.02,    3.95,   25.68,-99.9,   12.70,    3.43,     160,     3.5,      67,      56,-99.9,
2168,2021-01-12,,-99.9,  -36.20,    -8.0,     8.2,   -12.8,    -2.9,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.7,-99.9,     2.3,     7.0,     3.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -6.9,    -1.1,     4.0,     8.0,-99.9,    -4.6,-99.9,     3.1,     6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.2,-99.9,    -3.6,     0.7,     3.5,     6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.68,-99.9,    3.44,    5.21,    3.91,   25.27,-99.9,   12.70,    3.43,      81,     2.7,      65,      55,-99.9,
2168,2021-01-13,,-99.9,  -36.20,    -5.0,    11.7,   -13.0,    -1.8,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.9,-99.9,     2.0,     6.0,     3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -6.9,    -1.1,     3.8,     7.6,-99.9,    -4.8,-99.9,     2.9,     5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.8,-99.9,    -3.7,     0.5,     3.2,     5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.75,-99.9,    3.32,    4.80,    4.01,   25.36,-99.9,   12.71,    3.43,      67,     2.9,      50,      50,-99.9,
2168,2021-01-14,,-99.9,  -36.20,     1.4,    13.9,   -13.0,     0.5,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.7,-99.9,     2.1,     7.0,     3.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.4,     2.0,     4.2,     7.3,-99.9,    -0.7,-99.9,     3.0,     5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.6,-99.9,     0.0,     2.2,     3.5,     5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.69,-99.9,    3.38,    5.20,    3.78,   25.31,-99.9,   12.74,    3.44,      97,     2.7,      26,      41,-99.9,
2168,2021-01-15,,-99.9,  -36.20,     5.4,    18.0,    -7.7,     5.1,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.4,-99.9,     2.3,     5.0,     3.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.1,     2.7,     5.4,     7.4,-99.9,     0.0,-99.9,     4.0,     5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.6,-99.9,     0.7,     3.2,     4.5,     5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.1,     0.6,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.98,-99.9,    3.44,    4.40,    3.81,   25.32,-99.9,   12.75,    3.44,     356,     4.0,      19,      34,-99.9,
2168,2021-01-16,,-99.9,  -36.20,    -2.8,    17.2,    -4.2,     5.5,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.9,-99.9,     1.5,     4.6,     3.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -3.6,     1.8,     5.8,     7.5,-99.9,    -1.7,-99.9,     4.4,     5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.8,-99.9,    -0.9,     2.9,     4.8,     6.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.6,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.75,-99.9,    3.18,    4.28,    3.98,   25.72,-99.9,   12.72,    3.43,       4,     4.3,      25,      32,-99.9,
2168,2021-01-17,,-99.9,  -36.20,    -3.7,    17.7,    -9.0,     3.6,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.2,-99.9,     1.4,     5.9,     3.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -3.0,     2.3,     5.8,     7.6,-99.9,    -1.3,-99.9,     4.4,     6.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.9,-99.9,    -0.3,     3.3,     4.9,     6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.91,-99.9,    3.13,    4.78,    3.98,   25.37,-99.9,   12.73,    3.44,      21,     3.2,      37,      32,-99.9,
2168,2021-01-18,,-99.9,  -36.20,     3.7,    18.7,    -7.1,     5.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.2,-99.9,     1.9,     5.0,     3.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     4.0,     6.4,     7.6,-99.9,     0.2,-99.9,     4.9,     6.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.0,-99.9,     1.1,     4.0,     5.3,     6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.1,     0.6,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.91,-99.9,    3.29,    4.41,    3.87,   25.53,-99.9,   12.74,    3.44,     151,     4.1,      22,      32,-99.9,
2168,2021-01-19,,-99.9,  -36.20,    12.0,    19.4,    -8.1,     8.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.7,-99.9,     2.2,     6.0,     3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.9,     8.5,     7.5,     8.0,-99.9,     7.7,-99.9,     5.8,     6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.1,-99.9,     8.1,     7.1,     6.2,     6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.1,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.68,-99.9,    3.40,    4.83,    4.01,   25.80,-99.9,   12.78,    3.46,     153,     5.5,      27,      30,-99.9,
2168,2021-01-20,,-99.9,  -36.20,     3.9,    12.0,     3.9,     7.9,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.3,-99.9,     2.8,     6.4,     3.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.9,     6.3,     7.7,     8.3,-99.9,     5.3,-99.9,     6.4,     7.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.7,-99.9,     5.9,     6.5,     6.8,     7.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.1,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.91,-99.9,    3.62,    4.97,    3.83,   25.61,-99.9,   12.73,    3.45,     111,    15.9,      61,      56,-99.9,
2168,2021-01-21,,-99.9,  -36.16,     4.8,     8.7,     1.8,     4.5,   0.040,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.8,-99.9,     4.1,     5.9,     4.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.6,     6.1,     7.5,     8.6,-99.9,     5.0,-99.9,     6.4,     7.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.0,-99.9,     5.5,     6.5,     6.9,     7.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.72,-99.9,    4.06,    4.79,    4.03,   25.72,-99.9,   12.77,    3.45,     340,     2.6,      92,      67,-99.9,
2168,2021-01-22,,-99.9,  -36.16,     5.2,    11.2,     4.3,     7.3,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.2,-99.9,     4.7,     6.6,     3.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.8,     5.6,     8.0,     8.9,-99.9,     2.9,-99.9,     7.0,     7.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.1,-99.9,     3.6,     6.1,     7.3,     7.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,-99.9,     0.2,     0.5,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.88,-99.9,    4.28,    5.04,    3.96,   26.00,-99.9,   12.77,    3.45,     158,     4.0,     100,      68,-99.9,
2168,2021-01-23,,-99.9,  -36.16,     4.1,    14.6,    -1.1,     6.2,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.3,-99.9,     4.6,     7.3,     3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.0,     5.7,     8.5,     9.0,-99.9,     3.1,-99.9,     7.4,     7.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.2,-99.9,     3.8,     6.6,     7.8,     8.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.3,-99.9,     0.2,     0.4,     0.2,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.52,-99.9,    4.27,    5.34,    4.02,   25.92,-99.9,   12.77,    3.45,     161,     4.6,      82,      65,-99.9,
