

New Mexico (MST) SCAN Site Jornada Exp Range - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Dec 21 09:49:51 GMT-08:00 2021. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),SMS.I-2:-2 (pct)  (loam),SMS.I-2:-4 (pct)  (loam),SMS.I-2:-8 (pct)  (loam),SMS.I-2:-20 (pct)  (loam),SMS.I-2:-40 (pct)  (loam),SMS.I-3:-2 (pct)  (loam),SMS.I-3:-4 (pct)  (loam),SMS.I-3:-8 (pct)  (loam),SMS.I-3:-20 (pct)  (loam),SMS.I-3:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-2:-2 (degC) ,STO.I-2:-4 (degC) ,STO.I-2:-8 (degC) ,STO.I-2:-20 (degC) ,STO.I-2:-40 (degC) ,STO.I-3:-2 (degC) ,STO.I-3:-4 (degC) ,STO.I-3:-8 (degC) ,STO.I-3:-20 (degC) ,STO.I-3:-40 (degC) ,STO.I-4:-2 (degC) ,STO.I-4:-4 (degC) ,STO.I-4:-8 (degC) ,STO.I-4:-20 (degC) ,STO.I-4:-40 (degC) ,STO.I-5:-2 (degC) ,STO.I-5:-4 (degC) ,STO.I-5:-8 (degC) ,STO.I-5:-20 (degC) ,STO.I-5:-40 (degC) ,STO.I-6:-2 (degC) ,STO.I-6:-4 (degC) ,STO.I-6:-8 (degC) ,STO.I-6:-20 (degC) ,STO.I-6:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-1:-40 (gram) ,SAL.I-2:-2 (gram) ,SAL.I-2:-4 (gram) ,SAL.I-2:-8 (gram) ,SAL.I-2:-20 (gram) ,SAL.I-2:-40 (gram) ,SAL.I-3:-2 (gram) ,SAL.I-3:-4 (gram) ,SAL.I-3:-8 (gram) ,SAL.I-3:-20 (gram) ,SAL.I-3:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-1:-40 (unit) ,RDC.I-2:-2 (unit) ,RDC.I-2:-4 (unit) ,RDC.I-2:-8 (unit) ,RDC.I-2:-20 (unit) ,RDC.I-2:-40 (unit) ,RDC.I-3:-2 (unit) ,RDC.I-3:-4 (unit) ,RDC.I-3:-8 (unit) ,RDC.I-3:-20 (unit) ,RDC.I-3:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2168,2021-04-06,,  -25.62,-99.9,    15.9,    31.1,    11.8,    21.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    12.8,    18.2,    20.9,    16.2,-99.9,    14.4,-99.9,    19.7,    17.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    19.8,    17.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.44,   28.43,-99.9,   12.76,    3.46,     177,     9.1,      10,      28,-99.9,
2168,2021-04-07,,  -25.62,-99.9,    13.9,    27.7,    12.1,    20.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.7,    18.0,    20.3,    16.3,-99.9,    14.6,-99.9,    19.5,    17.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    19.8,    17.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.44,   28.52,-99.9,   12.77,    3.46,     218,    14.4,      12,      30,-99.9,
2168,2021-04-08,,  -25.62,-99.9,     7.0,    26.7,     1.1,    16.2,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.0,    16.5,    19.9,    16.5,-99.9,    12.1,-99.9,    19.5,    17.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    19.7,    17.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.51,   28.99,-99.9,   12.76,    3.46,     305,     4.8,       9,      28,-99.9,
2168,2021-04-09,,  -25.62,-99.9,    18.4,    29.2,     2.7,    18.2,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    14.0,    18.8,    20.3,    16.5,-99.9,    16.8,-99.9,    19.7,    17.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    19.9,    17.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.51,   28.99,-99.9,   12.77,    3.47,     254,     9.5,      15,      26,-99.9,
2168,2021-04-10,,  -25.62,-99.9,     6.0,    27.3,     5.6,    18.1,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.2,    16.5,    20.5,    16.7,-99.9,    12.0,-99.9,    19.7,    18.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.0,    18.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.51,   28.60,-99.9,   12.74,    3.45,     341,     5.6,      11,      24,-99.9,
2168,2021-04-11,,  -25.62,-99.9,    16.8,    27.9,     0.8,    16.8,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    12.1,    18.2,    20.3,    16.7,-99.9,    15.4,-99.9,    19.7,    17.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.2,    18.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.51,   28.60,-99.9,   12.77,    3.46,     201,     8.5,      10,      27,-99.9,
2168,2021-04-12,,  -25.62,-99.9,    16.8,    28.0,     4.8,    18.6,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    14.4,    18.6,    20.7,    16.8,-99.9,    15.8,-99.9,    20.1,    18.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.3,    18.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.51,   28.92,-99.9,   12.76,    3.46,     220,     6.8,      10,      25,-99.9,
2168,2021-04-13,,  -25.62,-99.9,    19.0,    28.8,    11.5,    20.6,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    15.8,    19.7,    21.5,    17.0,-99.9,    17.2,-99.9,    20.9,    18.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.1,    18.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.62,   28.79,-99.9,   12.77,    3.47,     167,     7.9,      16,      27,-99.9,
2168,2021-04-14,,  -25.62,-99.9,    16.2,    25.2,    12.8,    19.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    15.2,    19.9,    21.3,    17.2,-99.9,    18.2,-99.9,    21.3,    18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.8,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.54,   28.99,-99.9,   12.77,    3.47,     145,     8.4,      29,      36,-99.9,
2168,2021-04-15,,  -25.62,-99.9,    18.5,    27.1,     9.8,    19.7,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    14.9,    19.5,    21.3,    17.5,-99.9,    17.2,-99.9,    21.3,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.5,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.38,   29.01,-99.9,   12.78,    3.47,     188,     8.4,      13,      34,-99.9,
2168,2021-04-16,,  -25.62,-99.9,    16.6,    26.4,    14.3,    20.2,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    15.4,    19.5,    20.9,    17.7,-99.9,    17.9,-99.9,    20.9,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.1,    19.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.32,   28.86,-99.9,   12.78,    3.47,     222,    10.4,      10,      28,-99.9,
2168,2021-04-17,,  -25.62,-99.9,    14.9,    22.1,     6.9,    16.5,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    15.8,    18.9,    20.1,    17.7,-99.9,    17.9,-99.9,    20.3,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.4,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.34,   29.48,-99.9,   12.78,    3.47,     236,     6.7,      32,      31,-99.9,
2168,2021-04-18,,  -25.62,-99.9,     8.8,    17.7,     8.8,    12.8,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.3,    15.5,    19.7,    17.7,-99.9,    14.0,-99.9,    20.9,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.9,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.28,   29.48,-99.9,   12.77,    3.46,     112,    13.1,      42,      54,-99.9,
2168,2021-04-19,,  -25.62,-99.9,     9.1,    15.4,     6.9,    10.8,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.3,    14.4,    18.2,    17.3,-99.9,    13.4,-99.9,    19.7,    18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    19.8,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.28,   28.99,-99.9,   12.78,    3.45,     102,     9.0,      52,      59,-99.9,
2168,2021-04-20,,  -25.62,-99.9,    12.6,    21.6,     2.4,    13.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.2,    16.8,    19.7,    17.2,-99.9,    14.3,-99.9,    20.1,    18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.3,    18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.29,   29.08,-99.9,   12.78,    3.46,     226,     5.2,      31,      42,-99.9,
2168,2021-04-21,,  -25.62,-99.9,    13.5,    26.4,     6.6,    16.9,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    12.0,    17.9,    20.5,    17.3,-99.9,    15.5,-99.9,    20.9,    18.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.1,    19.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.29,   28.67,-99.9,   12.76,    3.46,     149,     9.1,      25,      40,-99.9,
2168,2021-04-22,,  -25.62,-99.9,    12.6,    23.2,     5.0,    14.8,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.2,    17.2,    19.7,    17.3,-99.9,    15.5,-99.9,    21.1,    18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.2,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.38,   28.99,-99.9,   12.78,    3.46,     135,     7.8,      28,      43,-99.9,
2168,2021-04-23,,  -25.62,-99.9,    15.6,    25.3,     8.3,    18.0,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    13.0,    18.4,    20.5,    17.2,-99.9,    16.5,-99.9,    20.9,    19.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.0,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.29,   29.00,-99.9,   12.78,    3.47,     217,    11.7,      17,      35,-99.9,
2168,2021-04-24,,  -25.62,-99.9,    13.0,    22.7,     7.4,    17.1,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.5,    17.3,    20.3,    17.5,-99.9,    15.0,-99.9,    20.5,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.8,    19.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.39,   29.48,-99.9,   12.77,    3.46,     248,    10.1,      25,      32,-99.9,
2168,2021-04-25,,  -25.62,-99.9,    13.2,    26.5,     4.6,    17.1,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.5,    17.9,    21.1,    17.7,-99.9,    14.6,-99.9,    21.3,    19.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.5,    19.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.29,   29.49,-99.9,   12.76,    3.46,     172,     6.5,      17,      33,-99.9,
2168,2021-04-26,,  -25.62,-99.9,    20.3,    30.4,     9.5,    20.7,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    14.9,    19.9,    21.9,    17.7,-99.9,    17.2,-99.9,    21.5,    19.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.9,    19.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.45,   29.50,-99.9,   12.77,    3.47,     177,     9.0,       8,      28,-99.9,
2168,2021-04-27,,  -25.62,-99.9,    21.6,    28.0,    16.4,    22.6,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.1,    22.4,    22.4,    18.0,-99.9,    21.7,-99.9,    22.4,    19.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    22.5,    20.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.30,   29.40,-99.9,   12.79,    3.48,     214,    13.4,      14,      27,-99.9,
2168,2021-04-28,,  -25.62,-99.9,    14.7,    21.6,    13.9,    18.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    13.7,    17.9,    20.7,    18.4,-99.9,    16.3,-99.9,    20.9,    20.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    21.0,    20.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.35,   29.32,-99.9,   12.77,    3.46,     249,    14.6,      27,      31,-99.9,
2168,2021-04-29,,  -25.49,-99.9,     5.2,    17.3,     4.2,    12.0,   0.130,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.6,    12.4,    18.4,    18.2,-99.9,     8.8,-99.9,    19.3,    19.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    19.3,    20.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.30,   29.39,-99.9,   12.75,    3.45,     304,     6.1,      70,      46,-99.9,
2168,2021-04-30,,  -25.40,-99.9,     6.7,    15.3,     1.2,     9.6,   0.090,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.5,    11.5,    15.8,    17.7,-99.9,     9.0,-99.9,    16.8,    18.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    17.1,    19.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.13,   28.98,-99.9,   12.78,    3.45,      59,     5.2,      86,      64,-99.9,
2168,2021-05-01,,  -25.40,-99.9,     8.8,    21.0,     4.9,    13.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.3,    14.4,    17.5,    17.0,-99.9,    12.0,-99.9,    18.2,    18.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    18.4,    18.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.14,   28.92,-99.9,   12.79,    3.46,      72,     5.1,      68,      55,-99.9,
2168,2021-05-02,,  -25.40,-99.9,    17.1,    28.8,     4.6,    18.4,   0.000,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    15.2,    19.7,    20.3,    16.8,-99.9,    17.0,-99.9,    20.7,    18.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    20.9,    18.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     0.2,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    4.31,   28.93,-99.9,   12.79,    3.47,     172,     5.9,      22,      37,-99.9,
